,Name,Company,City,Ratings,Summary,Date
149,Software QA Automation Engineer,Square,"San Francisco, CA 94103 (South of Market area)",3.7,"The automation engineer will work collaboratively with members of quality organization, product & engineering teams to plan for automated solutions, including…",30+ days ago
150,"Software Engineer, Production Software",Disney,"Emeryville, CA",4.1,"Support film production by providing outstanding software and support.
Collaborate effectively with a diverse team of engineers and problem solvers.",30+ days ago
151,Software Development Engineer II (Search Experience) San Fra...,Redfin,"San Francisco, CA",3.3,"Competitive compensation packages with a salary, bonuses, and restricted stock grants.
Design and build technical solutions to help our users discover their…",30+ days ago
152,Software Engineer - Algorithms,LeapYear,"San Francisco, CA",NaN,"PhD, or equivalent experience, in a field involving the application of advanced mathematics (machine learning, computer science, statistics, physics, math,…",30+ days ago
153,"Software Engineer, Product",Curology,"San Francisco, CA",5.0,"Competitive salary and stock options.
You'll work with engineers, who are just as excited as you are, to bring amazing tools to our users, that will have a…",30+ days ago
154,Software Engineer,Scality,"San Francisco, CA",3.6,"Scality, the world leader in object storage and distributed file systems, bridges the gap between application vendors, industry standard hardware providers and…",30+ days ago
155,Software Engineering Intern,Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.7,"Driven and passionate about producing amazing software.
Project experience in object oriented programming.
The SIE Entertainment Experiences Development Group …",30+ days ago
156,Software Engineer - Observability Engineer,Wells Fargo,"San Leandro, CA 94577",3.7,"5+ years of experience designing and managing Splunk Dashboards, reports, lookup tables, and summary indexes, including Splunk SPL.
A BS/BA degree or higher.",3 days ago
157,"Frontend Software Engineer, Simulation",Waymo,"San Francisco, CA",3.1,"A BS or MS in Computer Science or a similar discipline.
Experience building developer productivity tools with a high degree of product excellence.",30+ days ago
158,Front End Software Engineer,Dropbox,"San Francisco, CA (Central Waterfront - Dogpatch area)",3.9,You will design and build software capable of reaching millions of daily users in JavaScript and (sometimes) in HTML/CSS and Python.,30+ days ago
159,Staff ML Software Engineer - Ads Targeting,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"Infrastructure - Work with our infrastructure teams to contribute to solutions, crack tough problems and mentor engineers on a highly scalable machine learning…",23 days ago
160,"Software Development Engineer in Test, Contract (SDET)",Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.7,"Create test plan, test cases and execute them to ensure the quality of new features.
Automate tests for applications on the PlayStation console.",30+ days ago
161,"Senior Software Engineer, Servicing Platform, Capital",Square,"San Francisco, CA 94103 (South of Market area)",3.7,"3+ years of software engineering experience.
Strong software development skills and computer science fundamentals.",2 days ago
162,Python Software Engineer,Lawrence Berkeley National Laboratory,"San Francisco Bay Area, CA",4.2,Bachelor's degree in computer science or a related field and a minimum of five (5) years of team-based software engineering experience or an equivalent…,24 days ago
163,Senior Software Engineer I - Sitecore,Exact Sciences Corporation,"Redwood City, CA 94063 (Harbor area)",3.0,"Demonstrated working knowledge with web standards for optimal SEO and analytics, and global standards.
Contribute to developing software engineering standards,…",30+ days ago
164,Front End Software Engineer,Disney Streaming Services,"San Francisco, CA",3.3,"Domain knowledge/passion in the Customer Focused software deployments.
Expertise in object oriented programming, data structures, algorithms and design patterns…",30+ days ago
165,Software Engineer Contractor,Zuora,"Redwood City, CA (Dolphin area)",3.9,"Alternate Requirement: Bachelor's degree or foreign equivalent in Computer Science, Computer Engineering, Computer Information Systems, or a closely related…",30+ days ago
166,"Software Engineer, Infrastructure",Instabase,"San Francisco, CA 94104 (Financial District area)",NaN,"This involves working across a wide array of services that comprise the core components of the operating system, including file-services, database storage,…",30+ days ago
167,Mobile Engineer,Codify AI,"San Francisco, CA",NaN,"You have 2+ years experience in industry or significant contributions to open source software.
Experience with iOS, Android, React Native, Ionic, or similar.",5 days ago
168,Backend Engineer,Newday Financial Technologies,"San Francisco, CA",NaN,"At least 4 years of experience as a NodeJS or Javascript developer,.
We’re looking for experienced and passionate Backend Engineers to join.",30+ days ago
169,Software Engineer — Full-Stack,0x,"San Francisco, CA",NaN,"Ability to write very high-quality, well-tested code.
Create and improve the suite of tools that enable the entire 0x ecosystem to interact with the 0x protocol…",30+ days ago
170,Software Engineer - Infrastructure,Blend Labs,"San Francisco, CA 94103 (South of Market area)",NaN,"Have experience deploying and monitoring production systems on a major cloud provider.
Blend helps lenders maximize their digital agility.",30+ days ago
171,Software Engineer (Lead/Fullstack) - Capacity Engineering,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"Mentor junior engineers to excel.
Own the overall software architecture and success.
You’ll build backend services to help application service owners visualize…",30+ days ago
172,Software Engineer - Intern (Summer 2021),C3.ai,"Redwood City, CA",NaN,"Experience with JavaScript, Java, or other object-oriented programming language.
Strong hands-on experience and understanding of object-oriented programming,…",30+ days ago
173,Core Platform Engineer,Microcred,"San Francisco, CA",NaN,"You have 3+ years of software engineering experience.
You have worked in a service-oriented or microservice architecture.",30+ days ago
174,"Robotics Software Engineer, Behavior Prediction",Waymo,"San Francisco, CA",3.1,"Experience in at least one of: robotics research in motion planning and control (e.g., trajectory optimization, planning under uncertainty, probabilistic…",30+ days ago
175,Software Development Engineer C++/Communication,PolyCore Software,"Burlingame, CA",NaN,As a member of our software development team you will translate business requirements and functional specifications into object oriented designs and…,8 days ago
176,Front-End Software Engineer,"Proterra, Inc.","Burlingame, CA",NaN,5+ years of software development experience in SaaS or IoT solutions - Proven experience as a UI developer or similar role.,9 days ago
177,"Backend Engineer, Catalogs Infra",Pinterest,"San Francisco, CA 94103 (South of Market area)",4.2,"Expertise in service-oriented architecture and data storage systems (MySQL, HBase, Cassandra).
The ideal candidate should have experience building mission…",15 days ago
178,"Senior Software Engineer, Back End",SoFi,"San Francisco, CA",3.2,"Bachelor’s Degree, ideally in a technical field, but we understand great engineers come from all sorts of different backgrounds and also consider relevant work…",1 day ago
179,Container Software Engineer,GoAhead Solutions,"San Francisco, CA",5.0,"Support the group’s technical infrastructure (e.g., repository, build system, testing system) under guidance from the systems engineer or another project leader…",20 days ago
180,Software Engineer — Protocol,0x,"San Francisco, CA",NaN,"They own our smart contract architecture and development, solving greenfield challenges around liquidity, market structures, governance, cross-chain…",30+ days ago
181,Front End Engineer,Peach Finance,"Oakland, CA 94612 (Downtown area)",NaN,"United States Remote engineers are welcome to submit!
Lead the frontend development of a completely new system for loan management from the ground up.",8 days ago
